,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
0,0.0015936254980079682,0.0014716703458425313,0.0015873015873015873,0.0015772870662460567,0.0018018018018018018,0.001759014951627089,0.001451378809869376,0.001389854065323141,0.0015117157974300832,0.0013908205841446453,0.0014154281670205238,0.0018248175182481751,0.0014154281670205238,0.0018570102135561746,0.001682085786375105,0.0014154281670205238,0.0015987210231814548,0.0012787723785166241,0.001364256480218281,0.0015128593040847202,0.0016652789342214821,0.001694915254237288,0.001402524544179523,0.0014044943820224719,0.0017969451931716084,0.0015220700152207,0.001638001638001638,0.0014825796886582653,0.0015174506828528073,0.0013386880856760374,0.0015082956259426848,0.0014064697609001407,0.0015220700152207,0.0019801980198019802,0.0015128593040847202,0.0016286644951140066,0.0014005602240896359,0.0016129032258064516,0.0014903129657228018,0.0014903129657228018,0.0014749262536873156,0.0015313935681470138,0.0014104372355430183,0.0013783597518952446,0.0015094339622641509,0.0014771048744460858,0.0013395847287340924,0.0015071590052750565,0.001445086705202312,0.001326259946949602,0.0014326647564469914,0.0014214641080312722,0.0014134275618374558,0.0014357501794687725,0.0015128593040847202,0.0016420361247947454,0.00234192037470726,0.0014534883720930232,0.0013513513513513514,0.001447178002894356,0.0016025641025641025,0.0014154281670205238,0.001524390243902439,0.0014652014652014652,0.0018165304268846503,0.0012861736334405145,0.001567398119122257,0.002105263157894737,0.0013917884481558804,0.0014419610670511895,0.0015885623510722795,0.0018450184501845018,0.0014234875444839859,0.0014958863126402393,0.0017809439002671415,0.0014545454545454545,0.0018148820326678765,0.0015723270440251573,0.0015278838808250573,0.001352265043948614,0.001488095238095238,0.0019305019305019305,0.0013486176668914363,0.0015048908954100827,0.0013236267372600927,0.0014114326040931546,0.0015455950540958269,0.0014970059880239522,0.0015372790161414297,0.002072538860103627,0.0015467904098994587,0.001736111111111111,0.001366120218579235,0.0017528483786152498,0.0016025641025641025,0.0016570008285004142,0.0015186028853454822,0.001486988847583643,0.001448225923244026,0.0022396416573348264
1,0.018867924528301886,0.011834319526627219,0.011764705882352941,0.029850746268656716,0.010362694300518135,0.044444444444444446,0.010309278350515464,0.00881057268722467,0.015748031496062992,0.00784313725490196,0.008,0.028169014084507043,0.0091324200913242,0.022727272727272728,0.01639344262295082,0.013071895424836602,0.018518518518518517,0.005797101449275362,0.015151515151515152,0.004201680672268907,0.037037037037037035,0.02564102564102564,0.015267175572519083,0.007017543859649123,0.016260162601626018,0.012738853503184714,0.007352941176470588,0.024390243902439025,0.00980392156862745,0.006622516556291391,0.024390243902439025,0.008438818565400843,0.024390243902439025,0.125,0.00881057268722467,0.018867924528301886,0.013793103448275862,0.008,0.024390243902439025,0.018867924528301886,0.018518518518518517,0.022222222222222223,0.013605442176870748,0.008298755186721992,0.011363636363636364,0.015748031496062992,0.005571030640668524,0.022988505747126436,0.01639344262295082,0.007936507936507936,0.017857142857142856,0.019417475728155338,0.015267175572519083,0.015267175572519083,0.029850746268656716,0.041666666666666664,0.009615384615384616,0.011834319526627219,0.010526315789473684,0.015267175572519083,0.019230769230769232,0.008438818565400843,0.02040816326530612,0.017857142857142856,0.04081632653061224,0.007067137809187279,0.021739130434782608,0.004914004914004914,0.015873015873015872,0.013888888888888888,0.017094017094017096,0.043478260869565216,0.016129032258064516,0.010752688172043012,0.0392156862745098,0.017094017094017096,0.030303030303030304,0.013422818791946308,0.029411764705882353,0.013245033112582781,0.0060790273556231,0.012269938650306749,0.010526315789473684,0.0056657223796034,0.007751937984496124,0.011627906976744186,0.0273972602739726,0.012987012987012988,0.022727272727272728,0.022727272727272728,0.02531645569620253,0.01092896174863388,0.012738853503184714,0.023255813953488372,0.023255813953488372,0.058823529411764705,0.017543859649122806,0.010050251256281407,0.012578616352201259,0.012048192771084338
2,0.25,0.2857142857142857,0.25,0.2222222222222222,0.25,0.5,0.14285714285714285,0.14285714285714285,0.2222222222222222,0.09090909090909091,0.2,0.2222222222222222,0.2222222222222222,0.3333333333333333,0.25,0.3333333333333333,0.2857142857142857,0.06060606060606061,0.2222222222222222,0.1111111111111111,0.5,0.07407407407407407,0.14285714285714285,0.13333333333333333,0.5,0.18181818181818182,0.25,0.3333333333333333,0.13333333333333333,0.1,0.3333333333333333,0.09523809523809523,0.25,1.0,0.1111111111111111,0.2222222222222222,0.3333333333333333,0.2857142857142857,0.25,0.3333333333333333,0.3333333333333333,0.4,0.14285714285714285,0.08,0.2222222222222222,0.5,0.058823529411764705,0.3333333333333333,0.2857142857142857,0.11764705882352941,0.3333333333333333,0.4,0.2857142857142857,0.2,0.5,0.5,0.2857142857142857,0.16666666666666666,0.1111111111111111,0.25,0.3333333333333333,0.11764705882352941,0.4,0.10526315789473684,0.3333333333333333,0.2857142857142857,0.2857142857142857,0.125,0.2,0.14285714285714285,0.5,0.6666666666666666,0.2857142857142857,0.14285714285714285,0.2857142857142857,0.3333333333333333,0.6666666666666666,0.2222222222222222,0.2857142857142857,0.2222222222222222,0.13333333333333333,0.25,0.25,0.25,0.2222222222222222,0.2857142857142857,0.4,0.3333333333333333,0.2,0.2222222222222222,0.3333333333333333,0.2,0.3333333333333333,0.2857142857142857,0.5,1.0,0.2857142857142857,0.125,0.2222222222222222,0.125
3,0.6666666666666666,0.6666666666666666,1.0,0.5,1.0,1.0,1.0,0.6666666666666666,0.4,1.0,1.0,0.6666666666666666,1.0,1.0,1.0,0.6666666666666666,1.0,0.6666666666666666,0.6666666666666666,0.5,1.0,0.5,1.0,0.5,0.6666666666666666,1.0,1.0,1.0,1.0,0.6666666666666666,0.4,0.5,1.0,1.0,0.6666666666666666,1.0,0.6666666666666666,0.6666666666666666,1.0,1.0,1.0,1.0,0.5,0.5,1.0,1.0,0.3333333333333333,1.0,1.0,0.6666666666666666,1.0,1.0,0.5,0.6666666666666666,1.0,1.0,1.0,0.6666666666666666,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6666666666666666
4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,1.0,1.0,1.0,1.0,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,1.0,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
